query_sequence	go_id	go_term	category
MSTRG.13002.2	GO:0009150	purine ribonucleotide metabolic process	biological_process
MSTRG.13002.2	GO:0009259	ribonucleotide metabolic process	biological_process
MSTRG.13002.2	GO:0009605	response to external stimulus	biological_process
MSTRG.13002.2	GO:0009987	cellular process	biological_process
MSTRG.13002.2	GO:0009991	response to extracellular stimulus	biological_process
MSTRG.13002.2	GO:0015969	guanosine tetraphosphate metabolic process	biological_process
MSTRG.13002.2	GO:0015970	guanosine tetraphosphate biosynthetic process	biological_process
MSTRG.13002.2	GO:0016020	membrane	cellular_component
MSTRG.13002.2	GO:0016740	transferase activity	molecular_function
MSTRG.13002.2	GO:0016772	transferase activity, transferring phosphorus-containing groups	molecular_function
MSTRG.13002.2	GO:0016778	diphosphotransferase activity	molecular_function
MSTRG.13002.2	GO:0016787	hydrolase activity	molecular_function
MSTRG.13002.2	GO:0016788	hydrolase activity, acting on ester bonds	molecular_function
MSTRG.13002.2	GO:0016794	diphosphoric monoester hydrolase activity	molecular_function
MSTRG.13002.2	GO:0019637	organophosphate metabolic process	biological_process
MSTRG.13002.2	GO:0019693	ribose phosphate metabolic process	biological_process
MSTRG.13002.2	GO:0030312	external encapsulating structure	cellular_component
MSTRG.13002.2	GO:0031667	response to nutrient levels	biological_process
MSTRG.13002.2	GO:0033865	nucleoside bisphosphate metabolic process	biological_process
MSTRG.13002.2	GO:0033875	ribonucleoside bisphosphate metabolic process	biological_process
MSTRG.13002.2	GO:0034032	purine nucleoside bisphosphate metabolic process	biological_process
MSTRG.13002.2	GO:0034035	purine ribonucleoside bisphosphate metabolic process	biological_process
MSTRG.13002.2	GO:0034641	cellular nitrogen compound metabolic process	biological_process
MSTRG.13002.2	GO:0042278	purine nucleoside metabolic process	biological_process
MSTRG.13002.2	GO:0042578	phosphoric ester hydrolase activity	molecular_function
MSTRG.13002.2	GO:0042594	response to starvation	biological_process
MSTRG.13002.2	GO:0044237	cellular metabolic process	biological_process
MSTRG.13002.2	GO:0044238	primary metabolic process	biological_process
MSTRG.13002.2	GO:0044281	small molecule metabolic process	biological_process
MSTRG.13002.2	GO:0044464	obsolete cell part	cellular_component
MSTRG.13002.2	GO:0046128	purine ribonucleoside metabolic process	biological_process
MSTRG.13002.2	GO:0046483	heterocycle metabolic process	biological_process
MSTRG.13002.2	GO:0050896	response to stimulus	biological_process
MSTRG.13002.2	GO:0055086	nucleobase-containing small molecule metabolic process	biological_process
MSTRG.13002.2	GO:0071704	organic substance metabolic process	biological_process
MSTRG.13002.2	GO:0071944	cell periphery	cellular_component
MSTRG.13002.2	GO:0072521	purine-containing compound metabolic process	biological_process
MSTRG.13002.2	GO:1901068	guanosine-containing compound metabolic process	biological_process
MSTRG.13002.2	GO:1901135	carbohydrate derivative metabolic process	biological_process
MSTRG.13002.2	GO:1901360	organic cyclic compound metabolic process	biological_process
MSTRG.13002.2	GO:1901564	organonitrogen compound metabolic process	biological_process
MSTRG.13002.2	GO:1901657	glycosyl compound metabolic process	biological_process
MSTRG.5854.2	GO:0000049	tRNA binding	molecular_function
MSTRG.5854.2	GO:0010181	FMN binding	molecular_function
MSTRG.5854.2	GO:0050660	flavin adenine dinucleotide binding	molecular_function
MSTRG.5854.2	GO:0102264	tRNA-dihydrouridine20 synthase activity	molecular_function
MSTRG.14366.1	GO:0003735	structural constituent of ribosome	molecular_function
MSTRG.14366.1	GO:0015935	small ribosomal subunit	cellular_component
MSTRG.14366.1	GO:0019843	rRNA binding	molecular_function
MSTRG.14366.1	GO:0042274	ribosomal small subunit biogenesis	biological_process
MSTRG.12920.1	GO:0003674	molecular_function	molecular_function
MSTRG.12920.1	GO:0003824	catalytic activity	molecular_function
MSTRG.12920.1	GO:0005488	binding	molecular_function
MSTRG.12920.1	GO:0005737	cytoplasm	cellular_component
MSTRG.12920.1	GO:0008144	obsolete drug binding	molecular_function
MSTRG.12920.1	GO:0008483	transaminase activity	molecular_function
MSTRG.12920.1	GO:0009016	succinyldiaminopimelate transaminase activity	molecular_function
MSTRG.12920.1	GO:0009089	lysine biosynthetic process via diaminopimelate	biological_process
MSTRG.12920.1	GO:0010326	methionine-oxo-acid transaminase activity	molecular_function
MSTRG.12920.1	GO:0016740	transferase activity	molecular_function
MSTRG.12920.1	GO:0016769	transferase activity, transferring nitrogenous groups	molecular_function
MSTRG.12920.1	GO:0019842	vitamin binding	molecular_function
MSTRG.12920.1	GO:0030170	pyridoxal phosphate binding	molecular_function
MSTRG.12920.1	GO:0036094	small molecule binding	molecular_function
MSTRG.12920.1	GO:0043167	ion binding	molecular_function
MSTRG.12920.1	GO:0043168	anion binding	molecular_function
MSTRG.12920.1	GO:0048037	obsolete cofactor binding	molecular_function
MSTRG.12920.1	GO:0050662	obsolete coenzyme binding	molecular_function
MSTRG.12920.1	GO:0070279	vitamin B6 binding	molecular_function
MSTRG.12920.1	GO:0097159	organic cyclic compound binding	molecular_function
MSTRG.12920.1	GO:1901363	heterocyclic compound binding	molecular_function
MSTRG.46.1	GO:0003989	acetyl-CoA carboxylase activity	molecular_function
MSTRG.46.1	GO:0006633	fatty acid biosynthetic process	biological_process
MSTRG.46.1	GO:0009317	acetyl-CoA carboxylase complex	cellular_component
MSTRG.12664.3	GO:0001666	response to hypoxia	biological_process
MSTRG.12664.3	GO:0003674	molecular_function	molecular_function
MSTRG.12664.3	GO:0003824	catalytic activity	molecular_function
MSTRG.12664.3	GO:0004021	L-alanine:2-oxoglutarate aminotransferase activity	molecular_function
MSTRG.12664.3	GO:0004069	L-aspartate:2-oxoglutarate aminotransferase activity	molecular_function
MSTRG.12664.3	GO:0005575	cellular_component	cellular_component
MSTRG.12664.3	GO:0005576	extracellular region	cellular_component
MSTRG.12664.3	GO:0005622	intracellular anatomical structure	cellular_component
MSTRG.12664.3	GO:0005623	obsolete cell	cellular_component
MSTRG.12664.3	GO:0005737	cytoplasm	cellular_component
MSTRG.12664.3	GO:0005773	vacuole	cellular_component
MSTRG.12664.3	GO:0005777	peroxisome	cellular_component
MSTRG.12664.3	GO:0006950	response to stress	biological_process
MSTRG.12664.3	GO:0008150	biological_process	biological_process
MSTRG.12664.3	GO:0008152	metabolic process	biological_process
MSTRG.12664.3	GO:0008453	alanine-glyoxylate transaminase activity	molecular_function
MSTRG.12664.3	GO:0008483	transaminase activity	molecular_function
MSTRG.12664.3	GO:0009058	biosynthetic process	biological_process
MSTRG.12664.3	GO:0009507	chloroplast	cellular_component
MSTRG.12664.3	GO:0009532	plastid stroma	cellular_component
MSTRG.12664.3	GO:0009536	plastid	cellular_component
MSTRG.12664.3	GO:0009570	chloroplast stroma	cellular_component
MSTRG.12664.3	GO:0009628	response to abiotic stimulus	biological_process
MSTRG.12664.3	GO:0009853	photorespiration	biological_process
MSTRG.12664.3	GO:0009987	cellular process	biological_process
MSTRG.12664.3	GO:0016020	membrane	cellular_component
MSTRG.12664.3	GO:0016740	transferase activity	molecular_function
MSTRG.12664.3	GO:0016769	transferase activity, transferring nitrogenous groups	molecular_function
MSTRG.12664.3	GO:0030170	pyridoxal phosphate binding	molecular_function
MSTRG.12664.3	GO:0036293	response to decreased oxygen levels	biological_process
MSTRG.12664.3	GO:0042579	microbody	cellular_component
MSTRG.12664.3	GO:0043094	cellular metabolic compound salvage	biological_process
MSTRG.12664.3	GO:0043226	organelle	cellular_component
MSTRG.12664.3	GO:0043227	membrane-bounded organelle	cellular_component
MSTRG.12664.3	GO:0043229	intracellular organelle	cellular_component
MSTRG.12664.3	GO:0043231	intracellular membrane-bounded organelle	cellular_component
MSTRG.12664.3	GO:0044237	cellular metabolic process	biological_process
MSTRG.12664.3	GO:0044422	obsolete organelle part	cellular_component
MSTRG.12664.3	GO:0044424	obsolete intracellular part	cellular_component
MSTRG.12664.3	GO:0044434	obsolete chloroplast part	cellular_component
MSTRG.12664.3	GO:0044435	obsolete plastid part	cellular_component
MSTRG.12664.3	GO:0044444	obsolete cytoplasmic part	cellular_component
MSTRG.12664.3	GO:0044446	obsolete intracellular organelle part	cellular_component
MSTRG.12664.3	GO:0044464	obsolete cell part	cellular_component
MSTRG.12664.3	GO:0047635	alanine-oxo-acid transaminase activity	molecular_function
MSTRG.12664.3	GO:0047958	glycine:2-oxoglutarate aminotransferase activity	molecular_function
MSTRG.12664.3	GO:0048046	apoplast	cellular_component
MSTRG.12664.3	GO:0050896	response to stimulus	biological_process
MSTRG.12664.3	GO:0070482	response to oxygen levels	biological_process
MSTRG.12222.1	GO:0005886	plasma membrane	cellular_component
MSTRG.452.3	GO:0018786	haloalkane dehalogenase activity	molecular_function
MSTRG.1582.2	GO:0003677	DNA binding	molecular_function
MSTRG.1582.2	GO:0003917	DNA topoisomerase type I (single strand cut, ATP-independent) activity	molecular_function
MSTRG.1582.2	GO:0005694	chromosome	cellular_component
MSTRG.1582.2	GO:0006265	DNA topological change	biological_process
MSTRG.1582.2	GO:0046872	metal ion binding	molecular_function
MSTRG.1038.1	GO:0000166	nucleotide binding	molecular_function
MSTRG.1038.1	GO:0005737	cytoplasm	cellular_component
MSTRG.1038.1	GO:0046872	metal ion binding	molecular_function
MSTRG.1038.1	GO:0106411	XMP 5'-nucleosidase activity	molecular_function
MSTRG.3632.1	GO:0003674	molecular_function	molecular_function
MSTRG.3632.1	GO:0003824	catalytic activity	molecular_function
MSTRG.3632.1	GO:0005488	binding	molecular_function
MSTRG.3632.1	GO:0005737	cytoplasm	cellular_component
MSTRG.3632.1	GO:0008144	obsolete drug binding	molecular_function
MSTRG.3632.1	GO:0008483	transaminase activity	molecular_function
MSTRG.3632.1	GO:0009016	succinyldiaminopimelate transaminase activity	molecular_function
MSTRG.3632.1	GO:0009089	lysine biosynthetic process via diaminopimelate	biological_process
MSTRG.3632.1	GO:0010326	methionine-oxo-acid transaminase activity	molecular_function
MSTRG.3632.1	GO:0016740	transferase activity	molecular_function
MSTRG.3632.1	GO:0016769	transferase activity, transferring nitrogenous groups	molecular_function
MSTRG.3632.1	GO:0019842	vitamin binding	molecular_function
MSTRG.3632.1	GO:0030170	pyridoxal phosphate binding	molecular_function
MSTRG.3632.1	GO:0036094	small molecule binding	molecular_function
MSTRG.3632.1	GO:0043167	ion binding	molecular_function
MSTRG.3632.1	GO:0043168	anion binding	molecular_function
MSTRG.3632.1	GO:0048037	obsolete cofactor binding	molecular_function
MSTRG.3632.1	GO:0050662	obsolete coenzyme binding	molecular_function
MSTRG.3632.1	GO:0070279	vitamin B6 binding	molecular_function
MSTRG.3632.1	GO:0097159	organic cyclic compound binding	molecular_function
MSTRG.3632.1	GO:1901363	heterocyclic compound binding	molecular_function
MSTRG.12660.1	GO:0000162	tryptophan biosynthetic process	biological_process
MSTRG.12660.1	GO:0000287	magnesium ion binding	molecular_function
MSTRG.12660.1	GO:0004048	anthranilate phosphoribosyltransferase activity	molecular_function
MSTRG.6359.1	GO:0000272	polysaccharide catabolic process	biological_process
MSTRG.6359.1	GO:0000323	lytic vacuole	cellular_component
MSTRG.6359.1	GO:0003674	molecular_function	molecular_function
MSTRG.6359.1	GO:0003824	catalytic activity	molecular_function
MSTRG.6359.1	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function
MSTRG.6359.1	GO:0005575	cellular_component	cellular_component
MSTRG.6359.1	GO:0005622	intracellular anatomical structure	cellular_component
MSTRG.6359.1	GO:0005623	obsolete cell	cellular_component
MSTRG.6359.1	GO:0005737	cytoplasm	cellular_component
MSTRG.6359.1	GO:0005764	lysosome	cellular_component
MSTRG.6359.1	GO:0005773	vacuole	cellular_component
MSTRG.6359.1	GO:0005886	plasma membrane	cellular_component
MSTRG.6359.1	GO:0005975	carbohydrate metabolic process	biological_process
MSTRG.6359.1	GO:0005976	polysaccharide metabolic process	biological_process
MSTRG.6359.1	GO:0008150	biological_process	biological_process
MSTRG.6359.1	GO:0008152	metabolic process	biological_process
MSTRG.6359.1	GO:0008422	beta-glucosidase activity	molecular_function
MSTRG.6359.1	GO:0009056	catabolic process	biological_process
MSTRG.6359.1	GO:0009057	macromolecule catabolic process	biological_process
MSTRG.6359.1	GO:0009251	glucan catabolic process	biological_process
MSTRG.6359.1	GO:0015926	glucosidase activity	molecular_function
MSTRG.6359.1	GO:0016020	membrane	cellular_component
MSTRG.6359.1	GO:0016052	carbohydrate catabolic process	biological_process
MSTRG.6359.1	GO:0016787	hydrolase activity	molecular_function
MSTRG.6359.1	GO:0016798	hydrolase activity, acting on glycosyl bonds	molecular_function
MSTRG.6359.1	GO:0042597	periplasmic space	cellular_component
MSTRG.6359.1	GO:0043170	macromolecule metabolic process	biological_process
MSTRG.6359.1	GO:0043226	organelle	cellular_component
MSTRG.6359.1	GO:0043227	membrane-bounded organelle	cellular_component
MSTRG.6359.1	GO:0043229	intracellular organelle	cellular_component
MSTRG.6359.1	GO:0043231	intracellular membrane-bounded organelle	cellular_component
MSTRG.6359.1	GO:0044042	glucan metabolic process	biological_process
MSTRG.6359.1	GO:0044238	primary metabolic process	biological_process
MSTRG.6359.1	GO:0044424	obsolete intracellular part	cellular_component
MSTRG.6359.1	GO:0044444	obsolete cytoplasmic part	cellular_component
MSTRG.6359.1	GO:0044464	obsolete cell part	cellular_component
MSTRG.6359.1	GO:0071704	organic substance metabolic process	biological_process
MSTRG.6359.1	GO:0071944	cell periphery	cellular_component
MSTRG.6359.1	GO:0085030	symbiotic process benefiting host	biological_process
MSTRG.6359.1	GO:0102483	scopolin beta-glucosidase activity	molecular_function
MSTRG.6359.1	GO:1901575	organic substance catabolic process	biological_process
MSTRG.6359.1	GO:2000899	xyloglucan catabolic process	biological_process
MSTRG.4470.1	GO:0004018	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	molecular_function
MSTRG.4470.1	GO:0005829	cytosol	cellular_component
MSTRG.4470.1	GO:0006189	'de novo' IMP biosynthetic process	biological_process
MSTRG.4470.1	GO:0044208	'de novo' AMP biosynthetic process	biological_process
MSTRG.4470.1	GO:0070626	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido) succinate lyase (fumarate-forming) activity	molecular_function
MSTRG.4201.1	GO:0004801	transaldolase activity	molecular_function
MSTRG.4201.1	GO:0005737	cytoplasm	cellular_component
MSTRG.4201.1	GO:0005975	carbohydrate metabolic process	biological_process
MSTRG.4201.1	GO:0006098	pentose-phosphate shunt	biological_process
MSTRG.8497.2	GO:0016823	hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances	molecular_function
MSTRG.8497.2	GO:0018768	2-hydroxy-6-oxo-6-(2'-aminophenyl)hexa-2,4-dienoate hydrolase activity	molecular_function
